;Item Value List
;
;Department,Category,Supplier,Item,Description,Qty,Cost,Price,Extended Cost,Extended Price,
Overall ,,,,,67853.00,,,"$139,900.48","$257,852.14",
 810 - Non-Merchandise,,,,,-150.00,,,$0.00,$536.00,
810 - Non-Merchandise,999 - Shipping & Handling,GIRL SCOUT MERCHANDISE,910SHIP,Shipping on Convention Name Pa,0,0,4.5,0,0,
810 - Non-Merchandise,999 - Shipping & Handling,,tax,Internet tax,0,0,0,0,0,
810 - Non-Merchandise,Camp Deposits,,4778100130,GSRV Camp Registration,0,0,0,0,0,
810 - Non-Merchandise,Cookies,,5067150103202100,EPIC Troop Cookie Sale,0,0,4,0,0,
810 - Non-Merchandise,Council - Non-Specific,,360GC,Gift Card,0,0,0,0,0,
810 - Non-Merchandise,Council - Non-Specific,,4770130000,Heat Press Service,-66,0,5,0,-330,
810 - Non-Merchandise,Council - Non-Specific,,GiftCard ,Gift Card,0,0,0,0,0,
810 - Non-Merchandise,Council - Non-Specific,,Valutec,Gift Card,0,0,0,0,0,
810 - Non-Merchandise,Council - Non-Specific,,360GCR,Gift Card Reload,0,0,0,0,0,
810 - Non-Merchandise,Council - Non-Specific,GIRL SCOUT MERCHANDISE,FREEJOURNEYSET,FREE JOURNEY SET FOR VOLUNTEER,0,0,0,0,0,
810 - Non-Merchandise,Council - Non-Specific,,314TaxExempt,314TaxExempt,0,0,0,0,0,
810 - Non-Merchandise,Discounts & Coupons,GS of Southwest Indiana,44159991GSSICoupon,2019 FALL PROMOTION,0,0,-10,0,0,
810 - Non-Merchandise,Discounts & Coupons,GSM - CUSTOM,731955999100,2019 FALL PROMOTION,0,0,-10,0,0,
810 - Non-Merchandise,Discounts & Coupons,,4778100141,EB Troop Leader $10 Discount,-10,0,-10,0,100,
810 - Non-Merchandise,Discounts & Coupons,,4778100145,EB Troop Leader $20 Discount,-40,0,-20,0,800,
810 - Non-Merchandise,Discounts & Coupons,,4778100140,EB Troop Leader $5 Discount,0,0,-5,0,0,
810 - Non-Merchandise,Discounts & Coupons,GSM - CUSTOM,731955999087,2017 Back To Troop Promotion,0,0,-10,0,0,
810 - Non-Merchandise,Discounts & Coupons,,4778100142,Reading Box Discount,0,-3,0,0,0,
810 - Non-Merchandise,Discounts & Coupons,,4778100143,Vol Appreciation $5 Discount,0,0,-5,0,0,
810 - Non-Merchandise,Discounts & Coupons,,4778100144,Trading Post Catalog $5 Discou,0,0,-5,0,0,
810 - Non-Merchandise,Discounts & Coupons,GSM - CUSTOM,731955999094,2018 BUY NOW SAVE LATER PROMOT,0,0,-10,0,0,
810 - Non-Merchandise,Discounts & Coupons,GSM - CUSTOM,634999222,2019 FALL PROMOTION,0,0,-10,0,0,
810 - Non-Merchandise,Discounts & Coupons,,4778100146,$5 Cookie Coupon,0,0,-5,0,0,
810 - Non-Merchandise,Discounts & Coupons,,477SILVERGOLD,Silver & Gold $5 Discount,0,0,-5,0,0,
810 - Non-Merchandise,Discounts & Coupons,,4776560146,New Troop Leader 15% Disc,0,0,0,0,0,
810 - Non-Merchandise,Fund Development,Advantage Emblem and Screenprn,477300101000,Donation Other,0,0,0,0,0,
810 - Non-Merchandise,Fund Development,Advantage Emblem and Screenprn,477300101005,Donation $5,0,0,5,0,0,
810 - Non-Merchandise,Fund Development,Advantage Emblem and Screenprn,477300101001,Donation $1,0,0,1,0,0,
810 - Non-Merchandise,Fund Development,,612105290200110000000000,Golf Tournament,0,0,0,0,0,
810 - Non-Merchandise,Membership Registration,,612204110200110000000000,Support for GS Connect-Indiv.,0,0,0,0,0,
810 - Non-Merchandise,Membership Registration,,612104110200110000000000,General Development (Stars),0,0,0,0,0,
810 - Non-Merchandise,Membership Registration,,4778100113,GIRL Ext Year Membership Dues,0,0,35,0,0,
810 - Non-Merchandise,Membership Registration,,4778100116,Lifetime Membership,0,0,400,0,0,
810 - Non-Merchandise,Membership Registration,,4778100115,Young Adult Lifetime Membershi,0,0,200,0,0,
810 - Non-Merchandise,Membership Registration,,4778100111,GIRL Membership Dues,0,0,25,0,0,
810 - Non-Merchandise,Membership Registration,,4778100112,ADULT Membership Dues,0,0,25,0,0,
810 - Non-Merchandise,Membership Registration,,4778100114,ADULT Ext Year Membership Dues,0,0,35,0,0,
810 - Non-Merchandise,Membership Registration,,53890001,MEMBERSHIP DUES 2008-09,0,0,10,0,0,
810 - Non-Merchandise,Membership Registration,,612105290350135000000000,Membership Special Event,0,0,0,0,0,
810 - Non-Merchandise,Membership Registration,,4778100110,GSRV Membership Dues,0,0,0,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,AB Emblem div. of Conrad Ind.,9000000777777,Test item 7,0,0.08,0.32,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,Test-1218,Test Item,0,0,0,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,123456789000,TEST ITEM ONLY,0,0.01,0.01,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,1234567890000,TEST,0,0,0,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,0028000-107608,Nestle Crunch Coupon for Two B,0,0,-1,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,0028000-107128,Nestle Crunch Coupon for Two S,0,0,-0.75,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,0028000-109015,Nestle Crunch Coupon for Three,0,0,-1.05,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,0028000-108982,Nestle Crunch Coupon for Three,0,0,-0.4,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,GIRL SCOUT MERCHANDISE,0028000-108985,Nestle Crunch Coupon for Three,0,0,-0.25,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,0028000-108983,Nestle Crunch Coupon for Three,0,0,-1.25,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,0028000-108984,Nestle Crunch Coupon for Three,0,0,-0.6,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,4776250105,Heat Press $1,-34,0,1,0,-34,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,194GCR,Gift Card Reload,0,0,0,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,0028000-114463,Nestle Crunch Coupon for any 2,0,0,-0.5,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,0028000-114384,Nestle Crunch Coupon for One B,0,0,-0.75,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,506GCR,Gift Card Reload,0,0,0,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,VGiftItem,Gift Card,0,0,0,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,514BLANK,Blank Item,0,0,0,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,BTT05,$5.00 OFF $30.00 OR MORE,0,0,-5,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,BTT10,$10.00 OFF $50.00 OR MORE,0,0,-10,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,BTT15,$15.00 OFF $75.00 OR MORE,0,0,-15,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,GIRL SCOUT MERCHANDISE,4778101234,PO-MISC,0,0,0,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,GIRL SCOUT MERCHANDISE,731955999049,2015 Fall Catalog Promotion,0,0,-10,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,GIRL SCOUT MERCHANDISE,731955999056,JANUARY 2016 COUPON,0,0,-10,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,612105200300540000000000,Annual Meeting,0,0,0,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,GIRL SCOUT MERCHANDISE,731955999063,2016 Fall In Store $10 Coupon,0,0,-10,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,GIRL SCOUT MERCHANDISE,731955999070,2017 Winter Bounce Back Coupon,0,0,-10,0,0,
810 - Non-Merchandise,Non-Merchandise - Non-Specific,,607GCR,Gift Card Reload,0,0,0,0,0,
810 - Non-Merchandise,Other Revenue,GIRL SCOUT MERCHANDISE,910MISC,Miscellaneous Convention Sale,0,0,0,0,0,
810 - Non-Merchandise,Other Revenue,GIRL SCOUT MERCHANDISE,910SHIPPING,Shipping on Convention Name Pa,0,0,4.5,0,0,
810 - Non-Merchandise,Other Revenue,Advantage Emblem and Screenprn,47790000000,Gift Certificate,0,0,0,0,0,
810 - Non-Merchandise,Other Revenue,,688GCR,Gift Card Reload,0,0,0,0,0,
810 - Non-Merchandise,Other Revenue,,512GCR,Gift Card Reload,0,0,0,0,0,
810 - Non-Merchandise,Other Revenue,,607GC,Gift Card,0,0,0,0,0,
810 - Non-Merchandise,Other Revenue,,4778100105,Trading Post Bucks,0,0,0,0,0,
810 - Non-Merchandise,Other Revenue,POSTAL SERVICE,4778100200,International Stamp,0,1.15,1.15,0,0,
810 - Non-Merchandise,Other Revenue,POSTAL SERVICE,47731410468,Forever Stamp .55,0,0.55,0.55,0,0,
810 - Non-Merchandise,Other Revenue,POSTAL SERVICE,47768550000,Postcard Stamp .35,0,0.34,0.35,0,0,
810 - Non-Merchandise,Other Revenue,,4778100160,Misc Deposit,0,0,0,0,0,
810 - Non-Merchandise,Other Revenue,,GIFT-1234,GIFT CARD,0,0,0,0,0,
810 - Non-Merchandise,Other Revenue,,GCR,Gift Card Reload,0,0,0,0,0,
810 - Non-Merchandise,Other Revenue,Mercury Payment Systems,GC,Gift Card,0,0,0,0,0,
810 - Non-Merchandise,Product Sales,,612105010320130000000000,Nut Sales,0,0,0,0,0,
810 - Non-Merchandise,Program,,10-5200-300-3324-9999-999,Dance for Journey,0,0,0,0,0,
810 - Non-Merchandise,Program,,10-5200-3003312-9999-999,Amaze Journey Teen/Tween Self ,0,0,0,0,0,
810 - Non-Merchandise,Program,,612105200300281000000000,Camp El-O-Win,0,0,0,0,0,
810 - Non-Merchandise,Program,,4778100120,GSRV Event Registration,0,0,0,0,0,
810 - Non-Merchandise,Property Usage,,4778100150,Facility Rental,0,0,0,0,0,
 Accessories,,,,,288.00,,,"$1,616.94","$4,641.94",
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116538,BROWNIE RIBBON HEADBAND,0,6,10,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955117238,LADIES NAVY POM HAT,0,13,20,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955118723,MAN ENOUGH TREFOIL BASEBALL HA,0,12,20,0,0,
Accessories,Hair Goods,GSM - DO NOT REORDER,731955111021,DAISY ELASTIC BANDS-D,0,5.25,8.75,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955110987,BROWNIE CURLY RIBBON PONYTAIL-,0,4.8,8,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955111038,3 PACK FLOWER HEADBAND-D,0,7.2,12,0,0,
Accessories,Hair Goods,GSM - CUSTOM,731955110963,3 PACK BOW CLIPS-D,0,7.2,12,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955111007,SEQUIN BASEBALL HAT-D,0,10.8,18,0,0,
Accessories,Hair Goods,GSM - CUSTOM,731955111014,MIXED HAIRBANDS-D,0,5.4,9,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955117306,ALL OVER COOKIE HEADBAND,0,7.2,8.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955111984,COOKIE WIDE HEADBAND,3,7.2,9.99,21.6,29.97,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955117269,RECYCLED GIRL SCOUT MULTI HAT,0,10.8,18,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116095,Assorted Headwraps,0,1.86,5.5,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116101,Ribbon Ponytail,0,2.4,4,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116118,CURLY RIBBON HEADBAND,0,1.35,4.5,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116149,JR 3PC HEADBAND SET MULTI-D,0,3.75,6.25,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116088,BROWNIE NOVELTY PONYTAILS-D,0,3.25,5.5,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116132,D PONYTAIL/FLOWER SET MULTI-D,0,3.75,3.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116125,D RIBBON HEADBAND SET BLUE AND,0,4.05,6.75,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116163,BR BOW HEADBAND SET MULTI-D,0,4.5,7.5,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116156,JR LOGO PONYTAIL SET MULTI-D,0,3.75,6.25,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955113964,3PC BRUSH/COMB/MIRRO SET ,0,0.59,1.49,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955114817,MINI HAIR ACCESSORY TOTE ,0,0.49,0.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955113940,PASTEL MINI-BRUSH ,0,1.31,2.25,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955113919,COMB/MIRROR SET ,0,1,2.5,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116057,HEADWRAP & PONYTAIL SET,0,2,4.25,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116019,BR GS PONYTAIL BANDS ,0,1.61,3.5,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955113957,GLITTER COMB/MIRROR ,0,1.39,4.5,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116033,JR GS WIDE HEADBAND ,0,1.07,2.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116064,DAISY HEADBAND SET,0,3.25,0.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955114777,STOCKING W/ HAIR STUFF ,0,0.49,0.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116026,JR GS PONYTAIL BANDS ,0,1.61,3.5,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116040,DAISY PONYTAIL SET,0,2.7,4,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955123901,CADETTE GS BUNCHIE ,0,1.25,4.75,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955123727,JR SCRUNCHIE ,0,1,1.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955124854,GS USA 2PK HAIRBANDS ,0,0.29,1.29,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955128340,BROWNIE HEADBAND ,0,2.33,3.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955128241,BR GS PONYTAIL BANDS ,0,2.15,3.5,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955128333,BRN STAR/HEART HEADBAND ,0,1.55,3.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955123734,JR HAIRBANDS 4 PK ,0,0.49,0.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955123505,51 PC. HAIR ASSORTED BROWN/BLU,0,0.99,1.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955129811,DAISY HAIRBAND ,0,0.49,0.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955124809,GS ADULT HEADBAND ,0,0.5,5.5,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955128210,BROWNIE TRY IT BUNCHIE ,0,0.49,0.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955123710,JR. VELOUR BUNCHIE ,0,0.5,0.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955123703,JR FBRC HAIR BNCHIE ,0,0.25,0.5,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955127909,BR HAIR BUNCHIE ,0,1,1.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955128906,BR GS FABRIC HDBND ,0,0.99,2.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955129927,DAISY SCRUNCHIE ,0,2.75,4.25,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955128326,BROWNIE 4PCS HAIRBAND ,0,1.05,1.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955128319,BR TRY IT HAIRBAND ,0,0.49,0.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955123802,JR FABRIC HEADBAND ,0,0.25,0.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955125011,PLASTIC ORNAMENT HAIR IT ,0,1.7,2.5,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955129910,ROYAL DAISY PRINTED SCRU CHIE,0,0.99,1.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955123611,JR JAW CLIP ,0,0.25,0.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955123918,CAD VELOUR BUNCHIE ,0,0.15,6.25,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955129828,DAISY HEADBAND ,0,1.55,3.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955128227,BRN STAR/HEART BUNCHIE ,0,1.38,2.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955128234,BROWNIE BUNCHIE ,0,1.38,2.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116002,HAIR TIES IN BIN-D,0,0.9,1.5,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116224,CAMP HEADBAND,0,5.25,11,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116187,Daisy Headband with Sequin Flo,0,4.35,7.25,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116217,Girlsports Headband,0,6,10,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116170,Brownie Ponytails with Flowers,0,1.88,7.25,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116200,Trefoil Sequin Hair Snaps-D,0,3.15,5.25,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116231,HAIR EXTENSIONS-D,0,3.15,5.25,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116194,GIRLSPORTS HAIR TIE-D,0,4.8,8,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116590,GREEN SEQUIN TREFOIL HEADBAND-,0,6,10,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116255,Junior Ponytail Set,0,2,2.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116705,UNICORN THIN HEADBAND,0,4.2,7,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116286,BIG RIBBON HEADBAND-D,0,5.55,9.25,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955751890,Lollipop Hairbands-D,0,4.15,6.95,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116279,GLITTER DAISY HAIR CLIPS-D,0,3.75,6.25,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116262,BROWNIE POOF HEADBAND,0,5.1,8.5,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955110970,BIG DAISY HEADBAND-D,0,4.1233,8.25,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955111045,COOKIE PHOTO HEADBAND-D,0,4.8,8,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955111083,DAISY SEQUIN FLOWER HEADBAND,0,6,10,0,0,
Accessories,Hair Goods,GSM - DO NOT REORDER,731955111076,BROWNIE FLOWER HEADBAND,0,6,10,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955111137,POM POM HAIR TIES-D2,0,5.4,9,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955111090,COOKIE HEADWRAP-D,0,5.4,9,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116293,MULTI-COLOR HEAD BAND-D3,0,5.4,9,0,0,
Accessories,Hair Goods,GSM - DO NOT REORDER,731955116361,JUNIOR TIE DYE HEADBAND-D2,0,7.2,12,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116309,2 Piece Brownie Soft Headband-,0,7.2,12,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116347,DAISY HEADBAND WITH EMBROIDERE,0,7.2,3.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116330,Brownie 3 pcs Ribbon Hair Ties,0,7.2,12,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116316,2pc Junior Hair Bow Twisters-D,0,6,10,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955119072,DENIM BASEBALL CAP-D3,0,13.2,22,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116323,3 PIECE DAISY PONYTAILS SET-D3,0,6,10,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116354,G.I.R.L. HAIR TIES-D3,0,6,10,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116378,MIXED HAIR TIE PACK-D3,0,7.2,12,0,0,
Accessories,Hair Goods,GSM - CUSTOM,731955250782,HALO'S,0,10,10,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955111182,DAISY RIBBON PONYTAILS 2 PC SE,0,5.4,3.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116385,SEQUIN HEADBAND,0,7.2,12,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955111199,JUNIOR HAIR KIT-D2,0,7.65,12.75,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116620,JUNIOR LARGE BOW-D,0,5.4,4.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116569,DAISY AND BUTTERFLY PONYTAILS,1,5.4,9,5.4,9,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955111205,JUNIOR PONYTAILS-D2,0,5.4,9,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955113247,JUNIOR SCRUNCHIE HAIR SET,0,6,10,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116583,DAISY HEADBAND WITH FLOWERS,0,6,10,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116545,BROWNIE RIBBON PONYTAIL,0,4.8,8,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116644,MAN ENOUGH NAVY BASEBALL HAT-D,0,10.8,12.99,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955115555,TRIO HAIR CLIP,0,2.25,3,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955115531,SINGLE HEADBAND,0,2.25,3,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955115623,MIRROR COMPACT WITH HAIR BRUSH,0,3.75,5,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955115524,SINGLE COIL HAIR TIE,0,1.5,2,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955118204,BRIGHT COOKIE HAIR TIE TRIO SE,0,6,10,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955118235,GIRL SCOUT PURPLE COOKIE LOW S,0,8.4,14,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955118426,GIRL SCOUT PINK WHITE POM BEAN,0,14.3,22,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955118266,GIRL SCOUT BRIGHT COOKIE HAT,0,10.8,18,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955118228,GIRL SCOUT PINK COOKIE HIGH SO,0,9.6,16,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955118389,COOKIE TRIO HAIR BOW,0,6,10,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955118624,BLACK LUREX PONY TAIL KNIT BEA,0,12,20,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955118396,SPRUCE GREEN POM HAT,0,13.2,22,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955116668,CAMP WIDE HEADBAND,0,7.2,12,0,0,
Accessories,Hair Goods,GSM - CUSTOM,731955116682,LIFETIME MEMBER HAT,0,19,19,0,0,
Accessories,Hair Goods,GSM - CUSTOM,731955730376,HAIR BRUSH WITH PONYTAILS,0,8,8,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955117313,LADIES COOKIE SHERPA HEADBAND,0,9.6,16,0,0,
Accessories,Hair Goods,GIRL SCOUT MERCHANDISE,731955117405,DAISY PRINT REVERSIBLE BUCKET ,0,14.3,22,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122034,GS OFFICIAL PROFILES SCARF SLI,0,7.2,7.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955123307,GS OFFICIAL TRADITIONAL MARK S,0,9.6,12.99,0,0,
Accessories,Jewelry,HIGH INTENCITY CORP,794187090533,GIRL SCOUT THIN MINTS CHARM,0,6,6,0,0,
Accessories,Jewelry,HIGH INTENCITY CORP,794187090519,GIRL SCOUT LOCKET CHARM,0,6,6,0,0,
Accessories,Jewelry,HIGH INTENCITY CORP,794187037453,GIRL SCOUT RAINBOW CHAIN BRACE,0,7,7,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955128401,LADIES LINK TREFOIL NECKLACE,0,13.2,22,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955128418,LADIES TREFOIL HOOP EARRING,2,10.8,18,21.6,36,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955128470,LEGACY CHARM BRACELET,2,14.4,24,28.8,48,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955128463,LEGACY LAYERED NECKLACE,0,15.6,26,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121396,CHARM COOKIE TIME 2014-D,0,4.01,6.75,0,0,
Accessories,Jewelry,GSM - CUSTOM,731955121471,GS SUN-LITZ STRETCH BLING RING,0,3,5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121457,CHARM-DAISY 30TH ANNIVERSARY-D,0,4.01,6.75,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121433,GS MULTI PAIR EARRING SET-D,0,2.4,8,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121532,GS PAVE' TREFOIL NECKLACE-D,0,7.2,12,0,0,
Accessories,Jewelry,GSM - DO NOT REORDER,731955121402,GS FILIGREE TREFOIL DROP EARRI,0,6,10,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955128784,PARACORD BRACELET,0,3.75,5,0,0,
