;Item Value List
;
;Department,Category,Supplier,Item,Description,Qty,Cost,Price,Extended Cost,Extended Price,
Council Merchandise,Gifts-Accessories,Roberts Group,4770030677,Proud to be a GS Button-D,0,0.33,0.5,0,0,
Council Merchandise,Gifts-Accessories,Fun Express,4770030791,DIY Ornament,0,0.33,1,0,0,
Council Merchandise,Gifts-Accessories,GANZ USA,47751610601,Glass Animal Figurines,0,0.9871,2,0,0,
Council Merchandise,Gifts-Accessories,Roberts Group,4770030767,For Girls Bike Bottle GR,0,1.26,2.55,0,0,
Council Merchandise,Gifts-Accessories,I Scream ,4770030816,Pastel Tie Dye Charger,0,12.5,24.99,0,0,
Council Merchandise,Gifts-Accessories,Roberts Group,4770030648,For Girls Lanyard,0,1.77,3.75,0,0,
Council Merchandise,Gifts-Accessories,PopSockets,4770030777,Rainglow Popsocket,0,5,9.99,0,0,
Council Merchandise,Gifts-Accessories,PopSockets,4770030779,Classic Red Popsocket,0,7.5,14.99,0,0,
Council Merchandise,Gifts-Accessories,I Scream ,4770030760,Photo String Lights,0,7.5,15,0,0,
Council Merchandise,Gifts-Accessories,"COMPENDIUM, INC.",4770030755,Bright Ideas Pouch-D,0,6.5,13,0,0,
Council Merchandise,Gifts-Accessories,Outfit Your Logo,4770030800,Trefoil Nalgene-Eggplant,0,8.8982,17.5,0,0,
Council Merchandise,Gifts-Accessories,midwest-cbk,4770030715,S'mores w/ Canoe Ornament,0,3.75,7.5,0,0,
Council Merchandise,Gifts-Accessories,I Scream ,4770030785,Rainbow Mini Journal,0,2.73,5.5,0,0,
Council Merchandise,Gifts-Accessories,"COMPENDIUM, INC.",4770030756,Officially Awesome Pouch-D,0,6.5,13,0,0,
Council Merchandise,Gifts-Accessories,FASHION ANGELS ENTERPRISES,4770030619,Sequin Tumbler Gold,0,5,9.99,0,0,
Council Merchandise,Gifts-Accessories,Karma ,4770030591,Strong is the New Pretty Keych,0,3.95,6.9,0,0,
Council Merchandise,Gifts-Accessories,I Scream ,4770030830,Rainbow Sticker Patch,0,3,5.99,0,0,
Council Merchandise,Gifts-Accessories,Hammond's Candies,4770030726,Strawberry Licorice,0,2.65,5.29,0,0,
Council Merchandise,Gifts-Accessories,Amazon.com,4770030822,Skittles,0,0.74,1.49,0,0,
Council Merchandise,Gifts-Accessories,"COMPENDIUM, INC.",4770030754,You Can Do It Cards,0,3.5,7,0,0,
Council Merchandise,Gifts-Accessories,Ann Williams Group,4770030700,Pandacorn String Art,0,10,20,0,0,
Council Merchandise,Gifts-Accessories,Roberts Group,4770030765,For Girls Button,0,0.38,0.75,0,0,
Council Merchandise,Gifts-Accessories,I Scream ,4770030814,Neon Effect Frame,0,12.5,24.99,0,0,
Council Merchandise,Gifts-Accessories,midwest-cbk,4770030712,Santa/Snowman Mini Shimmer-D,0,3.75,7.5,0,0,
Council Merchandise,Gifts-Accessories,FASHION ANGELS ENTERPRISES,4770030746,Lawn String Art,2,7.5,15,15,30,
Council Merchandise,Gifts-Accessories,ABC Bakers/Interbake Foods LLC,4770030832,Silipint 16 oz Lid & Straw,0,14.25,24.99,0,0,
Council Merchandise,Gifts-Accessories,Papersalt,4770030744,Just Be You Magnet,0,2.75,5.5,0,0,
Council Merchandise,Gifts-Accessories,Roberts Group,4770030768,For Girls Travel Mug,0,6.54,13.25,0,0,
Council Merchandise,Gifts-Accessories,I Scream ,4770030827,Avocado Sticker,0,2,3.99,0,0,
Council Merchandise,Gifts-Accessories,Amazon.com,4777000099,Bumpy Rings,0,0.5,0.99,0,0,
Council Merchandise,Gifts-Accessories,I Scream ,4770030823,Color Changing Lights,0,8,15.99,0,0,
Council Merchandise,Gifts-Accessories,Roberts Group,4770030421,RV Key Fob D,0,4.04,8,0,0,
Council Merchandise,Gifts-Accessories,I Scream ,4770030829,Unicorn Nt Light,0,7,13.99,0,0,
Council Merchandise,Gifts-Accessories,I Scream ,4770030699,Narwhal Decal-D2,0,1.5,3,0,0,
Council Merchandise,Gifts-Accessories,Roberts Group,4770030299,RV Oval Magnet-D3,0,2.64,5.5,0,0,
Council Merchandise,Gifts-Accessories,GANZ USA,4770030722,S'more Cocoa Ornament,0,4,8,0,0,
Council Merchandise,Gifts-Accessories,Roberts Group,4770030408,Trefoil Deposit Bag,0,1.6294,3.5,0,0,
Council Merchandise,Gifts-Accessories,FASHION ANGELS ENTERPRISES,4777100872,Stringy Fun-Folio,0,6.5,13,0,0,
Council Merchandise,Gifts-Accessories,Papersalt,4770030739,Just The Way You Are Magnet,3,2.75,5.5,8.25,16.5,
Council Merchandise,Gifts-Accessories,I Scream ,4770030815,Avocado Wireless Charger,0,13.5,24.99,0,0,
Council Merchandise,Gifts-Accessories,Ann Williams Group,4770030701,Space String Art-D,0,10,20,0,0,
Council Merchandise,Gifts-Accessories,Advantage Emblem and Scrnprint,4770030803,GSRV Blanket White/Black,1,18,32,18,32,
Council Merchandise,Gifts-Accessories,KLUTZ,4770030704,Yarn Art-D,0,11.495,22.99,0,0,
Council Merchandise,Gifts-Accessories,Ann Williams Group,4770030490,Kindness Kit-D3,0,10,20,0,0,
Council Merchandise,Gifts-Accessories,Amazon.com,4770030819,Ring Pops,0,0.42,0.99,0,0,
Council Merchandise,Gifts-Accessories,Amazon.com,4770030821,Starburst,0,0.74,1.49,0,0,
Council Merchandise,Gifts-Accessories,Misc.,4770030942,Unicorn Dreams Lotion,6,6.25,12,37.5,72,
Council Merchandise,Gifts-Accessories,Misc.,4770030944,Girl Pwr Lotion,6,6.25,12,37.5,72,
Council Merchandise,Gifts-Accessories,Misc.,4770030945,Summer Joy Shower Gel,6,6.25,12,37.5,72,
Council Merchandise,Gifts-Accessories,Build A Bear,889794042072,GS BR CARRIER,0,3.3,6,0,0,
Council Merchandise,Gifts-Accessories,Build A Bear,889794055447,COCONUT CRML CKBR,0,12.1,22,0,0,
Council Merchandise,Gifts-Accessories,Build A Bear,889794042089,THIN MINTS CK BR,0,11,20,0,0,
Council Merchandise,Gifts-Accessories,Roberts Group,4770030303,Silver Award Frame-D,0,5.79,11,0,0,
Council Merchandise,Gifts-Accessories,PopSockets,4770030781,Iris Purple PopChain,0,2.5,4.99,0,0,
Council Merchandise,Gifts-Accessories,Misc.,4770030834,Koala Wht Mug,0,6,10.99,0,0,
Council Merchandise,Gifts-Accessories,FASHION ANGELS ENTERPRISES,4770030747,Tear & Share Lip Balm,0,2,4,0,0,
Council Merchandise,Gifts-Accessories,SCENTCO INC,4770030080,Smencils-D,0,0.85,1.8,0,0,
Council Merchandise,Gifts-Accessories,I Scream ,4776802651,GRL PWR Sleep Mask,8,4.9258,6,39.4064,48,
Council Merchandise,Gifts-Accessories,Misc.,4770030837,Butterflies paper fan,0,2.5,4.99,0,0,
Council Merchandise,Gifts-Accessories,Misc.,4770030833,Koala Wht Planter,0,7,9.99,0,0,
Council Merchandise,Gifts-Accessories,Misc.,4770030839,Empower Coloringbook,3,6,10,18,30,
Council Merchandise,Gifts-Accessories,GANZ USA,4770030723,S'more Mini Shimmer-D,0,4.25,8.5,0,0,
Council Merchandise,Gifts-Accessories,Riley Blake Designs,4770030786,Rolie Polie Camp Life,0,21.63,43.95,0,0,
Council Merchandise,Gifts-Accessories,ENESCO,045544856546,Girl Scout Cookies for Santa-D,0,31,62,0,0,
Council Merchandise,Gifts-Accessories,SCENTCO INC,4770030550,Candy Cane Smens-D2,0,1.425,1,0,0,
Council Merchandise,Gifts-Accessories,FASHION ANGELS ENTERPRISES,4770030618,Sequin Tumbler Silver,0,5,9.99,0,0,
Council Merchandise,Gifts-Accessories,Riley Blake Designs,4770030790,GS Color Me Pillowcase,0,9.95,19.95,0,0,
Council Merchandise,Gifts-Accessories,Misc.,4770030793,GSRV Tie Dye Kit,0,5.32,10,0,0,
Council Merchandise,Gifts-Accessories,midwest-cbk,4770030714,S'mores w/ Lights Ornament,0,3.75,7.5,0,0,
Council Merchandise,Gifts-Accessories,Amazon.com,4770030820,Nerd Ropes,0,0.79,1.49,0,0,
Council Merchandise,Gifts-Accessories,Roberts Group,4770030305,Bronze Award Tumbler-D,0,7.0891,14,0,0,
Council Merchandise,Gifts-Accessories,midwest-cbk,4770030713,S'more Ornament,0,3.75,7.5,0,0,
Council Merchandise,Gifts-Accessories,PopSockets,4770030782,Car Vent Hibiscus Sport,1,7.5,14.99,7.5,14.99,
Council Merchandise,Gifts-Accessories,GANZ USA,4770030716,S'mores Sandwich Ornament,0,4,8,0,0,
Council Merchandise,Gifts-Accessories,I Scream ,4770030825,Unicorn Mood Light,0,7,14.99,0,0,
Council Merchandise,Gifts-Accessories,Papersalt,4770030740,Beautiful Day Magnet,0,2.75,5.5,0,0,
Council Merchandise,Gifts-Accessories,FunExpress,4770030818,Dream Team Votive Candles,0,1.25,8.28,0,0,
Council Merchandise,Gifts-Accessories,Amazon.com,4770030817,Dream Team Fairy String Lights,0,6.99,11.58,0,0,
Council Merchandise,Gifts-Accessories,Misc.,4770030847,Unicorn Dreams Gel,5,6.25,12,31.25,60,
Council Merchandise,Gifts-Accessories,Roberts Group,4770030306,Silver Award Tumbler D,0,7.09,14,0,0,
Council Merchandise,Jewelry,GANZ USA,47751610602,Birthstone Kid Charm-D,0,1.5,3,0,0,
Council Merchandise,Jewelry,GANZ USA,47751610607,Nakamas Friendship Bracelet-D2,0,1.25,2.5,0,0,
Council Merchandise,Jewelry,Alexon Group,47750020448,Bracelet River Valleys,0,1.25,2.5,0,0,
Council Merchandise,Jewelry,GANZ USA,47751610603,Silver Charm Bracelet,0,1.5,3,0,0,
Council Merchandise,Jewelry,GANZ USA,47751610604,Colorful Ball Chain Necklace-D,0,1,2,0,0,
Council Merchandise,Jewelry,GANZ USA,47751610605,Silver Ball Chain Necklace-D,0,0.88,1.75,0,0,
Council Merchandise,Jewelry,Me to We Artisans,4777000056,Hippo Bracelet-D,0,5,10,0,0,
Council Merchandise,Jewelry,PIKES PEAK ROCK SHOP,4777000101,Slvr Coil Wrap Crystl,0,3.25,7.99,0,0,
Council Merchandise,Jewelry,Lucky Feather,4777000108,Grad Necklace - Assort,12,6.5,12.99,78,155.88,
Council Merchandise,Jewelry,GANZ USA,4777000003,Message Bracelets-D,0,3,6,0,0,
Council Merchandise,Jewelry,GANZ USA,4777000002,Happy Owl Earrings-D,0,3.25,6.5,0,0,
Council Merchandise,Jewelry,Anne McGilvray,4777000073,Love You Berry Much,0,2,4.99,0,0,
Council Merchandise,Jewelry,Anne McGilvray,4777000070,Necklace - Merci,0,2,4.99,0,0,
Council Merchandise,Jewelry,GANZ USA,4777000001,Feather Necklaces,0,3,6,0,0,
Council Merchandise,Jewelry,GANZ USA,4777000000,Beaded Charm Bracelet Set-D4,0,6.25,12.5,0,0,
Council Merchandise,Jewelry,Lucky Feather,4777000103,Motivational Necklaces,5,7.92,14.99,39.6,74.95,
Council Merchandise,Jewelry,Lucky Feather,4777000109,Morse Cord Bracelet,0,6.25,12.99,0,0,
Council Merchandise,Jewelry,PEACEFUL VILLAGE INC,4777000007,Slider Bracelets-D,0,0.9,2,0,0,
Council Merchandise,Jewelry,PEACEFUL VILLAGE INC,4777000008,Friends Forever Stretch Bracel,0,1.35,2.75,0,0,
Council Merchandise,Jewelry,3 Cheers 4 Girls,4777000006,Tie-Dye Friends Jelly Bracelet,0,2,4,0,0,
Council Merchandise,Jewelry,3 Cheers 4 Girls,4777000004,Wristlets Assorted Colors-D3,0,1.8,3.75,0,0,
Council Merchandise,Jewelry,Misc.,4777000106,Gold Trefoil Charm,37,2,4.99,74,184.63,
Council Merchandise,Jewelry,Misc.,4777000107,Silver Trefoil Charm,39,2,4.99,78,194.61,
Council Merchandise,Jewelry,3C4G,4777000061,Kind Bracelet,0,1.25,4,0,0,
Council Merchandise,Jewelry,3C4G,4777000060,Strong Bracelet,0,1.25,4,0,0,
Council Merchandise,Jewelry,Me to We Artisans,4777000052,Me/You Bracelets Water-D,0,7.5,15,0,0,
Council Merchandise,Jewelry,Kitsch LLC,4770030751,Crush Hair Coils,0,2.5,5,0,0,
Council Merchandise,Jewelry,Kitsch LLC,4777000058,Dream Big Necklace/Earrings,0,12.5,25,0,0,
Council Merchandise,Jewelry,Kitsch LLC,4770030752,Paint Strokes Hair Ties,0,2.8125,7.5,0,0,
Council Merchandise,Jewelry,Kitsch LLC,4777000057,Born to Shine Necklace/Earring,0,12.5,20,0,0,
Council Merchandise,Jewelry,Kitsch LLC,4777000059,Bee Soul Strands,0,5,10,0,0,
Council Merchandise,Jewelry,3C4G,4777000062,Confident Bracelet,0,1.25,4,0,0,
Council Merchandise,Jewelry,Lucky Feather,4777000065,Minneapolis Necklace,0,6,12,0,0,
Council Merchandise,Jewelry,DH Gate,4777000038,Locking Pin Backs,1282,0.1315,0.4,168.583,512.8,
Council Merchandise,Jewelry,GIRL SCOUT MERCHANDISE,731955290023G,Alumna Brooch - Gold,0,18,23.61,0,0,
Council Merchandise,Jewelry,St. Croix Promotions,477518200006,Profiles Cape Cod Bracelet-D,0,12.9,24,0,0,
Council Merchandise,Jewelry,GANZ USA,477661371893402,Ladybug Snap-D,0,1,2,0,0,
Council Merchandise,Jewelry,GANZ USA,477661371893525,Flowers Snap-D,0,1,2,0,0,
Council Merchandise,Jewelry,GANZ USA,477661371893587,Crown Snap,0,1,2,0,0,
Council Merchandise,Jewelry,GANZ USA,477661371899442,Owl Necklace-D,0,3.75,7.5,0,0,
Council Merchandise,Jewelry,GANZ USA,477661371893341,Volleyball Snap-D,0,1,2,0,0,
Council Merchandise,Jewelry,GANZ USA,477661371893686,Best Friends Snap-D,0,1,2,0,0,
Council Merchandise,Jewelry,GANZ USA,477661371893549,Heart Snap-D,0,1,2,0,0,
Council Merchandise,Jewelry,GANZ USA,477661371892801,Friendship Snap Bracelet BK-D,0,2.25,4.5,0,0,
Council Merchandise,Jewelry,GANZ USA,477661371893624,BFF Snap-D,0,1,2,0,0,
Council Merchandise,Jewelry,GANZ USA,477661371892849,Friendship Snap Bracelet PK,0,2.25,4.5,0,0,
Council Merchandise,Jewelry,GANZ USA,477661371899428,Owl Earrings-D,0,3.5,7,0,0,
Council Merchandise,Jewelry,GANZ USA,477661371892825,Friendship Snap Bracelet BL-D,0,2.25,4.5,0,0,
Council Merchandise,Jewelry,3 Cheers 4 Girls,4777000005,Circle of Friends Stretch Brac,0,2.5,5,0,0,
Council Merchandise,Jewelry,3 Cheers 4 Girls,4777000011,Dream Necklace/Ring-D,0,2,4,0,0,
Council Merchandise,Jewelry,Kitsch LLC,4777000014,Believe in Change Necklace/Ear,0,12.5,25,0,0,
Council Merchandise,Jewelry,3 Cheers 4 Girls,4777000009,Hope Necklace/Rings-D2,0,2,4,0,0,
Council Merchandise,Jewelry,3 Cheers 4 Girls,4777000013,Smartphone Friends Necklace Se,0,2,4,0,0,
Council Merchandise,Jewelry,3 Cheers 4 Girls,4777000010,Believe Necklace/Ring-D,0,2,4,0,0,
Council Merchandise,Jewelry,Kitsch LLC,4777000016,Unstoppable Necklace/Earrings,0,12.5,25,0,0,
Council Merchandise,Jewelry,Kitsch LLC,4777000017,Unlock Your Dreams Necklace/Ea,0,12.5,25,0,0,
Council Merchandise,Jewelry,3 Cheers 4 Girls,4777000012,Headphone Friends Necklace Set,0,2,4,0,0,
Council Merchandise,Jewelry,3 Cheers 4 Girls,4777000019,Rainbow Friends Bracelet,0,0.4,1,0,0,
Council Merchandise,Jewelry,Chavez For Charity,4777000020,RV 11th Project Bracelet-Adult,0,5.5,11,0,0,
Council Merchandise,Jewelry,Chavez For Charity,4777000018,RV 11th Project Bracelet-Girl-,0,4.5333,9,0,0,
Council Merchandise,Jewelry,License-2-Play,4777000022,Turtlz Bracelet,0,0.5,1,0,0,
Council Merchandise,Jewelry,License-2-Play,4777000021,Balanced Life Bracelet-D,0,2,5,0,0,
Council Merchandise,Jewelry,3 Cheers 4 Girls,4777000025,Pink & Blue Friends Jelly Brac,0,2,4,0,0,
Council Merchandise,Jewelry,Kitsch LLC,4777000026,You Got this Necklace/Earrings,0,12.5,20,0,0,
Council Merchandise,Jewelry,3 Cheers 4 Girls,4777000024,Best Friends Jelly Bracelets-D,0,2,4,0,0,
Council Merchandise,Jewelry,License-2-Play,4777000023,Owlz Bracelet,0,0.5,1,0,0,
Council Merchandise,Jewelry,Wearable Reminders,4777000032,3D Journey Brownie Pendent-D4,0,7.5,15,0,0,
Council Merchandise,Jewelry,Lucky Feather,4777000028,MN Outline Necklace,0,6,12,0,0,
Council Merchandise,Jewelry,Lucky Feather,4777000029,WI Outline Necklace,0,6,12,0,0,
Council Merchandise,Jewelry,Wearable Reminders,4777000034,3D Girl Scout Trefoil Pendent-,0,7.5,15,0,0,
Council Merchandise,Jewelry,Lucky Feather,4777000030,Enchantment NK-D2,0,6,12,0,0,
Council Merchandise,Jewelry,Wearable Reminders,4777000033,3D Journey Junior Pendent-D4,0,7.5,15,0,0,
Council Merchandise,Jewelry,Wearable Reminders,4777000031,3D Journey Daisy Pendent-D4,0,7.5,15,0,0,
Council Merchandise,Jewelry,Kitsch LLC,4777000035,Make Waves N/E-D,0,12.5,25,0,0,
Council Merchandise,Jewelry,Kitsch LLC,4777000036,Spread Your Wings N/E-D,0,12.5,25,0,0,
Council Merchandise,Jewelry,Accessorize Me,4777000037,MN Necklace-D,0,6.0108,12,0,0,
Council Merchandise,Jewelry,Kitsch LLC,4777000040,Explore Plate Bracelet-D3,0,8,16,0,0,
Council Merchandise,Jewelry,Kitsch LLC,4777000039,Fearless Plate Bracelet-D3,0,8,16,0,0,
Council Merchandise,Jewelry,Kitsch LLC,4777000042,Tree of Life Necklace/Earring ,0,12.5,20,0,0,
Council Merchandise,Jewelry,Kitsch LLC,4777000041,Empower Plate Bracelet-D,0,8,16,0,0,
Council Merchandise,Jewelry,Lucky Feather,4777000047,Loved Morse Code Necklace,0,6,12,0,0,
Council Merchandise,Jewelry,Lucky Feather,4777000044,Brave Morse Code Necklace,0,6,12,0,0,
Council Merchandise,Jewelry,Lucky Feather,4777000049,Yes She Can Necklace,0,7,14,0,0,
Council Merchandise,Jewelry,Lucky Feather,4777000046,Happy Morse Code Necklace,0,6,12,0,0,
Council Merchandise,Jewelry,Lucky Feather,4777000045,BFF Morse Code Necklace,0,6,12,0,0,
Council Merchandise,Jewelry,Lucky Feather,4777000050,Good Vibes Only Necklace,0,7,14,0,0,
Council Merchandise,Jewelry,Lucky Feather,4777000051,One of a Kind Necklace,0,7,14,0,0,
Council Merchandise,Jewelry,3 Cheers 4 Girls,4777000068,Fox Bracelet,0,4.5,9,0,0,
Council Merchandise,Jewelry,Me to We Artisans,4777000053,Me/You Bracelets Food-D,0,7.5,15,0,0,
Council Merchandise,Jewelry,Lucky Feather,4777000064,Congrats Grad Go Girl Necklace,0,6,12,0,0,
Council Merchandise,Jewelry,I Scream ,4777000081,Color Me Face Mask,0,7.5,11.99,0,0,
Council Merchandise,Jewelry,I Scream ,47770100082,Pastel Tie Dye Fleece Eye Mask,0,5,9.99,0,0,
Council Merchandise,Jewelry,Anne McGilvray,4777000071,Necklace - Mon Cheri,0,2,4.99,0,0,
Council Merchandise,Jewelry,Anne McGilvray,4777000069,Necklace-You are Fine Apple,0,2,4.99,0,0,
Council Merchandise,Jewelry,Anne McGilvray,47770010072,Necklace - You Are one in a Me,0,2,4.99,0,0,
Council Merchandise,Jewelry,Anne McGilvray,4777000075,Necklace - Better Together,0,2,4.99,0,0,
Council Merchandise,Jewelry,Anne McGilvray,4777000076,Necklace - Confidence is Key,0,2,4.99,0,0,
Council Merchandise,Jewelry,Anne McGilvray,4777000084,Necklace -Love You Berry Much,0,2,4.99,0,0,
Council Merchandise,Jewelry,PIKES PEAK ROCK SHOP,4777000098,"Amethyst Pendant 18"" Chain",0,3.25,7.99,0,0,
Council Merchandise,Jewelry,PIKES PEAK ROCK SHOP,4777000095,Stone Pendant-heart,0,4,8.99,0,0,
Council Merchandise,Jewelry,PIKES PEAK ROCK SHOP,4777000097,Stone Necklace-Horse,0,2,4.99,0,0,
Council Merchandise,Jewelry,Lucky Feather,4777000066,Sweet as Honey Set,0,7.75,15.5,0,0,
Council Merchandise,Jewelry,Lucky Feather,4777000067,Thanks a Bunch Bracelet,0,5,10,0,0,
Council Merchandise,Jewelry,Kitsch LLC,4777000015,For Peace Sake Necklace/Earrin,0,12.5,20,0,0,
Council Merchandise,Jewelry,3C4G,4777000063,Caticorn Bracelet,0,4.5,9,0,0,
Council Merchandise,Jewelry,I Scream ,4777000080,Pink Camo Face Mask,1,6,9.99,6,9.99,
Council Merchandise,Jewelry,Lucky Feather,4777000105,MN Earrings,0,6.25,14.99,0,0,
Council Merchandise,Jewelry,Kitsch LLC,4777000027,She Believed Necklace/Earrings,1,12.5,20,12.5,20,
Council Merchandise,Jewelry,Kitsch LLC,4777000043,Connected Necklace/Earring Set,0,12.5,20,0,0,
Council Merchandise,Jewelry,Advantage Emblem and Scrnprint,4777000111,Fun Pins,0,0.89,2,0,0,
Council Merchandise,Jewelry,PIKES PEAK ROCK SHOP,4777000094,Silver Plated Rough Crystal Po,0,3.25,7.99,0,0,
Council Merchandise,Jewelry,PIKES PEAK ROCK SHOP,4777000102,Slvr Point Swivel Pndt,0,4,7.99,0,0,
Council Merchandise,Jewelry,Misc.,4777000089,Bracelets,0,5,7.99,0,0,
Council Merchandise,Jewelry,Me to We Artisans,4777000054,Rafiki Bracelet Education-D,0,5,10,0,0,
Council Merchandise,Jewelry,Lucky Feather,4777000104,MN Necklace,0,6.75,14.99,0,0,
Council Merchandise,Jewelry,Alexon Group,4776802973,Horse Mood Necklace,0,4,8,0,0,
Council Merchandise,Jewelry,Alexon Group,4776802985,Animal Necklace,0,2.75,5,0,0,
Council Merchandise,Jewelry,Misc.,4777000110,Koala Stud Earrings,0,5,9.99,0,0,
Council Merchandise,Jewelry,Misc.,4777000087,Girl Scout Hair Binders,5,5,7.99,25,39.95,
Council Merchandise,Jewelry,Fun Express,4777000083,Confetti Dog Tag Necklaces,463,0.44,2.99,203.72,1384.37,
Council Merchandise,Jewelry,Lucky Feather,4777000048,Smile Laugh Love Necklace,0,7,14,0,0,
Council Merchandise,Jewelry,I Scream ,4777000078,Heart Tie Dye Gaitor Mask,5,6,11.99,30,59.95,
Council Merchandise,Jewelry,Advantage Emblem and Scrnprint,4777000100,Bowling Pin,4,0.89,2.99,3.56,11.96,
Council Merchandise,Jewelry,Me to We Artisans,4777000055,Make it Happen Necklace-D,0,8,16,0,0,
Council Merchandise,Jewelry,Roberts Group,4777000112,Koala Lip Moisturizer,0,0.93,2,0,0,
Council Merchandise,Jewelry,Lucky Feather,4777000077,Jewelry Pin Assortment,1,2,6.99,2,6.99,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420105,GS Green 6/9,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420114,GS Green F,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420109,GS Green A,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420119,GS Green K,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420107,GS Green 8,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420121,GS Green M,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420152,Lead Like A Girl Scout (w/ dot,0,3.3,10,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420146,GS Est 1912 Trefoil w/ Gold St,0,2.8,10,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420143,Lg Trefoil w/ tonal luminescen,0,3.6,8,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420115,GS Green G,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420160,Icon- Unicorn,0,0.98,5,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420112,GS Green D,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420149,Girl Scouts Est 1912 NY w/ Tre,0,1.42,10,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420100,GS Green 1,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420117,GS Green I,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420120,GS Green L,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420142,Girl Scouts Reflective Appliqu,0,2.02,10,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420140,Silver Award,0,1.6,5,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420131,GS Green W,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420102,GS Green 3,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420106,GS Green 7,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420138,GS Green Apostrophe,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420108,GS Green 0,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420125,GS Green Q,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420110,GS Green B,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420129,GS Green U,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420116,GS Green H,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420101,GS Green 2,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420127,GS Green S,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420135,GS Green Exclamation Point,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420128,GS Green T,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420126,GS Green R,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420123,GS Green O,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420103,GS Green  4,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420137,GS Green Hyphen,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420130,GS Green V,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420113,GS Green E,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420132,GS Green X,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420134,GS Green Z,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420124,GS Green P,0,0.6,1,0,0,
Council Merchandise,Patches,"Lion Brothers Company, Inc.",900420118,GS Green J,0,0.6,1,0,0,
Council Merchandise,Patches,Advantage Emblem and Scrnprint,477S-1908,Patch Courage,0,0.49,1.25,0,0,
Council Merchandise,Patches,Little Brownie Bakers,47740780204,Patch Bling My Booth-D,0,0.3,1,0,0,
Council Merchandise,Patches,Advantage Emblem and Scrnprint,47740060758,Patch Encampment Segment,0,0.4646,1,0,0,
Council Merchandise,Patches,Advantage Emblem and Scrnprint,477S-0378,Patch Shopping,0,0.49,1.25,0,0,
Council Merchandise,Patches,Advantage Emblem and Scrnprint,477S-1939,Patch Letter Boxing,0,0.49,1.25,0,0,
Council Merchandise,Patches,Advantage Emblem and Scrnprint,477S-2285,Patch Reached My Goals,0,0.49,1.25,0,0,
